24175    ,24       ,13.49    ,16.21    ,13.49    
24161    ,18       ,15.99    ,15.99    ,15.99    
24153    ,13       ,39.99    ,39.99    ,39.99    
24574    ,45       ,49.99    ,69.99    ,49.99    
24184    ,25       ,25.99    ,31.23    ,25.99    
24155    ,110      ,36.99    ,44.45    ,36.99    
24134    ,80       ,8.99     ,10.80    ,8.99     
24154    ,52       ,39.99    ,39.99    ,39.99    
24573    ,45       ,49.99    ,69.99    ,49.99    
24198    ,40       ,10.99    ,13.20    ,10.99    
24564    ,30       ,9.99     ,12.00    ,9.99     
24572    ,37       ,9.99     ,12.00    ,9.99     
24577    ,0        ,12.49    ,15.01    ,12.49    
24583    ,5        ,89.99    ,108.16   ,89.99    
24205    ,144      ,9.99     ,15.99    ,9.99     
24580    ,28       ,8.99     ,10.80    ,8.99     
24144    ,113      ,14.99    ,18.01    ,14.99    
24571    ,16       ,11.99    ,14.41    ,11.99    
24147    ,110      ,13.99    ,14.99    ,13.99    
24187    ,157      ,14.99    ,18.01    ,14.99    
24189    ,112      ,24.99    ,30.03    ,24.99    
24384    ,0        ,21.99    ,26.43    ,21.99    
24268    ,51       ,8.99     ,10.80    ,8.99     
17896    ,16       ,7.99     ,9.60     ,7.99     
24113    ,55       ,7.99     ,9.60     ,7.99     
24174    ,23       ,21.99    ,22.99    ,21.99    
24563    ,42       ,7.99     ,9.60     ,7.99     
24567    ,21       ,7.99     ,9.60     ,7.99     
24159    ,313      ,7.99     ,9.60     ,7.99     
24575    ,31       ,7.49     ,9.00     ,7.49     
24098    ,55       ,34.99    ,42.05    ,34.99    
24560    ,79       ,14.99    ,18.01    ,14.99    
24581    ,42       ,29.99    ,36.04    ,29.99    
19449    ,286      ,39.99    ,49.99    ,39.99    
19456    ,599      ,19.99    ,21.99    ,19.99    
19455    ,523      ,12.99    ,15.99    ,12.99    
24561    ,66       ,18.99    ,22.82    ,18.99    
24132    ,25       ,24.99    ,30.03    ,24.99    
19463    ,472      ,3.49     ,3.99     ,3.49     
19466    ,129      ,21.99    ,32.99    ,21.99    
19464    ,617      ,11.99    ,19.99    ,11.99    
19460    ,463      ,2.99     ,3.99     ,2.99     
24566    ,0        ,5.99     ,7.19     ,5.99     
19462    ,692      ,19.99    ,22.99    ,19.99    
19461    ,1094     ,12.99    ,15.99    ,12.99    
24112    ,121      ,17.99    ,18.99    ,17.99    
24133    ,228      ,12.99    ,15.61    ,12.99    
24565    ,0        ,12.49    ,15.01    ,12.49    
24578    ,75       ,9.99     ,12.00    ,9.99     
24162    ,40       ,11.99    ,11.99    ,11.99    
24140    ,28       ,42.99    ,51.67    ,42.99    
24570    ,62       ,8.99     ,10.80    ,8.99     
24383    ,5        ,18.99    ,22.82    ,18.99    
24579    ,44       ,8.99     ,10.80    ,8.99     
19200    ,54       ,15.99    ,19.21    ,15.99    
24137    ,262      ,13.99    ,16.81    ,13.99    
24142    ,43       ,8.99     ,10.80    ,8.99     
24267    ,57       ,8.49     ,10.20    ,8.49     
24138    ,81       ,6.99     ,8.40     ,6.99     
24169    ,53       ,13.99    ,15.99    ,13.99    
24131    ,104      ,10.99    ,13.20    ,10.99    
24149    ,94       ,59.99    ,72.10    ,59.99    
24197    ,317      ,34.99    ,42.05    ,34.99    
24127    ,33       ,39.99    ,48.06    ,39.99    
24157    ,34       ,10.99    ,13.20    ,10.99    
24128    ,101      ,29.99    ,36.04    ,29.99    
24103    ,192      ,15.99    ,18.99    ,15.99    
24105    ,346      ,24.99    ,30.03    ,24.99    
24106    ,87       ,14.99    ,18.01    ,14.99    
24141    ,200      ,6.99     ,8.40     ,6.99     
24266    ,46       ,8.49     ,10.20    ,8.49     
24414    ,0        ,39.99    ,48.06    ,39.99    
24381    ,2        ,129.99   ,156.23   ,129.99   
24382    ,30       ,49.99    ,60.08    ,49.99    
19436    ,52       ,82.99    ,89.99    ,82.99    
19439    ,704      ,32.99    ,32.99    ,32.99    
19437    ,99       ,23.99    ,26.99    ,23.99    
19438    ,1176     ,4.99     ,5.99     ,4.99     
819406   ,0        ,159.99   ,159.99   ,159.99   
19406    ,45       ,84.99    ,89.99    ,84.99    
19441    ,83       ,44.99    ,59.99    ,44.99    
19440    ,215      ,24.99    ,26.99    ,24.99    
819403   ,0        ,244.98   ,360.52   ,244.98   
19404    ,2733     ,74.99    ,79.99    ,74.99    
819404   ,0        ,126.99   ,159.99   ,126.99   
19415    ,190      ,44.99    ,49.99    ,44.99    
19414    ,303      ,22.99    ,26.99    ,22.99    
19405    ,2        ,99.99    ,119.99   ,99.99    
19433    ,92       ,49.99    ,54.99    ,49.99    
19432    ,207      ,23.99    ,26.99    ,23.99    
19431    ,267      ,14.99    ,14.99    ,14.99    
19451    ,1142     ,18.99    ,28.99    ,18.99    
19452    ,755      ,5.99     ,5.99     ,5.99     
58529    ,0        ,199.99   ,240.37   ,199.99   
58604    ,0        ,19.99    ,24.02    ,19.99    
36933    ,15       ,6.99     ,8.40     ,6.99     
36932    ,12       ,5.99     ,7.19     ,5.99     
17483    ,12       ,8.99     ,10.80    ,8.99     
58610    ,0        ,2.99     ,3.59     ,2.99     
58606    ,0        ,4.99     ,5.99     ,4.99     
58607    ,0        ,6.99     ,8.40     ,6.99     
58928    ,0        ,12.99    ,15.61    ,12.99    
58602    ,0        ,14.99    ,18.01    ,14.99    
58043    ,0        ,16.99    ,20.42    ,16.99    
58044    ,0        ,10.99    ,12.00    ,10.99    
58234    ,0        ,249.99   ,300.46   ,249.99   
58460    ,0        ,19.99    ,24.02    ,19.99    
58595    ,0        ,19.99    ,24.02    ,19.99    
58609    ,1        ,9.99     ,12.00    ,9.99     
36927    ,4        ,5.99     ,7.19     ,5.99     
37671    ,0        ,5.99     ,7.19     ,5.99     
58611    ,0        ,1.99     ,2.39     ,1.99     
58530    ,0        ,29.99    ,36.04    ,29.99    
36960    ,8        ,16.99    ,20.42    ,16.99    
58603    ,0        ,14.99    ,18.01    ,14.99    
58608    ,0        ,7.99     ,9.60     ,7.99     
35979    ,1        ,24.99    ,30.03    ,24.99    
35970    ,0        ,24.99    ,30.03    ,24.99    
36062    ,1        ,26.99    ,32.43    ,26.99    
36061    ,1        ,26.99    ,32.43    ,26.99    
36051    ,0        ,21.99    ,26.43    ,21.99    
35972    ,7        ,4.99     ,5.99     ,4.99     
35982    ,9        ,4.99     ,5.99     ,4.99     
35974    ,0        ,19.99    ,26.43    ,19.99    
35968    ,1        ,4.99     ,5.99     ,4.99     
35984    ,0        ,7.99     ,12.00    ,7.99     
35983    ,9        ,8.99     ,12.00    ,8.99     
36921    ,0        ,8.99     ,10.80    ,8.99     
58612    ,0        ,22.99    ,27.63    ,22.99    
58927    ,0        ,14.99    ,18.01    ,14.99    
32262    ,0        ,9.99     ,12.00    ,9.99     
32608    ,0        ,19.99    ,24.02    ,19.99    
32155    ,11       ,4.99     ,5.99     ,4.99     
32156    ,7        ,9.99     ,12.00    ,9.99     
32112    ,14       ,5.99     ,7.19     ,5.99     
32260    ,0        ,7.99     ,9.60     ,7.99     
32600    ,0        ,16.99    ,20.42    ,16.99    
32157    ,8        ,5.99     ,7.19     ,5.99     
32158    ,30       ,9.99     ,12.00    ,9.99     
32465    ,0        ,34.99    ,42.05    ,34.99    
32464    ,21       ,34.99    ,42.05    ,34.99    
37103    ,5        ,3.99     ,4.79     ,3.99     
37104    ,0        ,8.99     ,10.80    ,8.99     
32404    ,17       ,10.99    ,13.20    ,10.99    
32214    ,2        ,16.99    ,20.42    ,16.99    
300439   ,2        ,499.00   ,599.75   ,499.00   
32113    ,6        ,6.99     ,8.40     ,6.99     
32134    ,11       ,109.99   ,132.19   ,109.99   
37107    ,0        ,26.99    ,32.43    ,26.99    
37113    ,0        ,16.99    ,20.42    ,16.99    
37106    ,0        ,9.99     ,12.00    ,9.99     
38355    ,0        ,59.99    ,72.10    ,59.99    
38356    ,2        ,59.99    ,72.10    ,59.99    
38358    ,0        ,41.99    ,84.12    ,41.99    
37111    ,0        ,21.99    ,26.43    ,21.99    
37944    ,32       ,149.99   ,180.27   ,149.99   
32615    ,15       ,14.99    ,18.01    ,14.99    
37102    ,6        ,9.99     ,12.00    ,9.99     
32643    ,0        ,1.99     ,2.39     ,1.99     
32651    ,0        ,3.99     ,4.79     ,3.99     
32236    ,0        ,12.99    ,15.61    ,12.99    
32652    ,0        ,2.99     ,3.59     ,2.99     
37748    ,0        ,29.99    ,36.04    ,29.99    
37746    ,0        ,29.99    ,36.04    ,29.99    
37745    ,29       ,29.99    ,36.04    ,29.99    
32623    ,0        ,3.99     ,4.79     ,3.99     
32508    ,20       ,8.99     ,9.99     ,8.99     
301608   ,1        ,799.00   ,960.33   ,799.00   
32244    ,0        ,9.99     ,12.00    ,9.99     
32265    ,2        ,9.99     ,12.00    ,9.99     
31152    ,0        ,6.99     ,8.40     ,6.99     
32087    ,6        ,99.00    ,118.99   ,99.00    
32633    ,1266     ,.99      ,1.18     ,.99      
32182    ,4        ,14.99    ,18.01    ,14.99    
37699    ,5        ,23.99    ,28.83    ,23.99    
37698    ,0        ,22.99    ,27.63    ,22.99    
37697    ,17       ,21.99    ,26.43    ,21.99    
37613    ,0        ,24.99    ,30.03    ,24.99    
36082    ,3        ,99.99    ,120.18   ,99.99    
32616    ,0        ,7.99     ,9.60     ,7.99     
24716    ,17       ,8.99     ,15.61    ,8.99     
24547    ,21       ,11.99    ,14.41    ,11.99    
24714    ,12       ,11.99    ,15.61    ,11.99    
24715    ,31       ,8.99     ,15.61    ,8.99     
24552    ,132      ,12.99    ,15.61    ,12.99    
24556    ,15       ,14.99    ,18.01    ,14.99    
24158    ,71       ,7.99     ,9.60     ,7.99     
24549    ,11       ,11.99    ,14.41    ,11.99    
24553    ,50       ,12.99    ,15.61    ,12.99    
24554    ,18       ,14.99    ,18.01    ,14.99    
24551    ,22       ,12.99    ,15.61    ,12.99    
24546    ,10       ,11.99    ,14.41    ,11.99    
24555    ,21       ,14.99    ,18.01    ,14.99    
24713    ,22       ,8.99     ,15.61    ,8.99     
24548    ,25       ,11.99    ,14.41    ,11.99    
24557    ,20       ,14.99    ,18.01    ,14.99    
510279   ,0        ,99.00    ,129.00   ,99.00    
510282   ,0        ,179.00   ,215.14   ,179.00   
510283   ,0        ,44.00    ,52.88    ,44.00    
51581    ,0        ,49.99    ,54.99    ,49.99    
51596    ,7        ,6.99     ,7.99     ,6.99     
510093   ,0        ,19.99    ,24.02    ,19.99    
14423    ,3        ,319.99   ,349.99   ,319.99   
510128   ,0        ,12.99    ,15.61    ,12.99    
510127   ,0        ,21.99    ,26.43    ,21.99    
510361   ,0        ,109.99   ,158.00   ,109.99   
510360   ,0        ,99.99    ,158.00   ,99.99    
19481    ,242      ,9.99     ,12.99    ,9.99     
17716    ,27       ,2.99     ,6.00     ,2.99     
24350    ,23       ,26.99    ,29.99    ,26.99    
24299    ,14       ,26.99    ,29.99    ,26.99    
24298    ,23       ,26.99    ,29.99    ,26.99    
18762    ,0        ,36.99    ,44.45    ,36.99    
18839    ,25       ,2.99     ,3.59     ,2.99     
24156    ,143      ,4.99     ,6.99     ,4.99     
19529    ,1        ,12.99    ,16.99    ,12.99    
12896    ,0        ,229.00   ,275.24   ,229.00   
41236    ,2        ,2.00     ,2.40     ,2.00     
46648    ,24       ,4.00     ,5.10     ,4.00     
48067    ,0        ,54.00    ,64.90    ,54.00    
48219    ,4        ,6.00     ,7.21     ,6.00     
41349    ,151      ,21.99    ,26.43    ,21.99    
41301    ,0        ,39.99    ,118.99   ,39.99    
41266    ,0        ,22.00    ,26.44    ,22.00    
41210    ,154      ,99.99    ,120.18   ,99.99    
46832    ,0        ,14.99    ,18.01    ,14.99    
17156    ,1093     ,14.99    ,17.99    ,14.99    
17142    ,287      ,24.99    ,32.99    ,24.99    
17242    ,6        ,26.99    ,29.99    ,26.99    
17638    ,53       ,2.49     ,2.99     ,2.49     
18525    ,23       ,279.99   ,299.99   ,279.99   
14493    ,9        ,219.99   ,229.99   ,219.99   
12800    ,0        ,39.00    ,59.99    ,39.00    
18714    ,3        ,7.99     ,9.60     ,7.99     
82606    ,0        ,199.99   ,299.99   ,199.99   
14416    ,6        ,299.99   ,349.99   ,299.99   
14415    ,8        ,269.99   ,299.99   ,269.99   
14412    ,46       ,134.99   ,149.99   ,134.99   
14411    ,0        ,119.99   ,134.99   ,119.99   
14410    ,10       ,84.99    ,99.99    ,84.99    
14422    ,0        ,319.99   ,479.99   ,319.99   
14420    ,1        ,269.99   ,399.99   ,269.99   
14419    ,0        ,209.99   ,219.99   ,209.99   
14418    ,19       ,154.99   ,174.99   ,154.99   
14417    ,14       ,134.99   ,154.99   ,134.99   
14262    ,0        ,269.99   ,324.50   ,269.99   
14261    ,0        ,229.99   ,276.43   ,229.99   
14260    ,0        ,199.99   ,240.37   ,199.99   
14259    ,4        ,169.99   ,204.31   ,169.99   
14258    ,0        ,229.99   ,276.43   ,229.99   
14257    ,0        ,179.99   ,216.33   ,179.99   
14256    ,0        ,159.99   ,192.29   ,159.99   
14255    ,0        ,239.99   ,288.44   ,239.99   
14254    ,6        ,209.99   ,252.39   ,209.99   
14253    ,0        ,189.99   ,228.35   ,189.99   
14252    ,0        ,159.99   ,192.29   ,159.99   
14396    ,0        ,279.99   ,279.99   ,279.99   
14312    ,0        ,199.99   ,199.99   ,199.99   
14310    ,0        ,159.99   ,159.99   ,159.99   
14309    ,0        ,139.99   ,139.99   ,139.99   
14307    ,0        ,99.99    ,109.99   ,99.99    
14306    ,0        ,114.99   ,119.99   ,114.99   
14305    ,1        ,94.99    ,104.99   ,94.99    
14304    ,0        ,84.99    ,89.99    ,84.99    
14311    ,0        ,209.99   ,229.99   ,209.99   
66469    ,0        ,39.99    ,48.06    ,39.99    
654096   ,12       ,10.99    ,13.20    ,10.99    
66458    ,50       ,24.99    ,30.03    ,24.99    
66466    ,0        ,24.99    ,30.03    ,24.99    
66471    ,0        ,24.99    ,30.03    ,24.99    
66470    ,0        ,24.99    ,30.03    ,24.99    
66468    ,0        ,34.99    ,42.05    ,34.99    
66467    ,0        ,24.99    ,30.03    ,24.99    
66457    ,5        ,24.99    ,30.03    ,24.99    
66455    ,13       ,24.99    ,30.03    ,24.99    
66454    ,10       ,24.99    ,30.03    ,24.99    
66465    ,2        ,34.99    ,42.05    ,34.99    
66464    ,0        ,24.99    ,30.03    ,24.99    
66463    ,4        ,24.99    ,30.03    ,24.99    
66462    ,10       ,24.99    ,30.03    ,24.99    
66461    ,0        ,24.99    ,30.03    ,24.99    
66460    ,8        ,24.99    ,30.03    ,24.99    
66456    ,0        ,24.99    ,30.03    ,24.99    
18263    ,27       ,12.99    ,15.61    ,12.99    
18479    ,0        ,69.99    ,129.99   ,69.99    
18959    ,28       ,5.99     ,8.40     ,5.99     
18694    ,13       ,15.99    ,19.21    ,15.99    
21264    ,32       ,14.99    ,18.01    ,14.99    
12793    ,0        ,289.99   ,348.54   ,289.99   
12592    ,2        ,229.00   ,275.24   ,229.00   
12957    ,0        ,249.99   ,300.46   ,249.99   
16625    ,0        ,629.99   ,757.19   ,629.99   
16632    ,0        ,499.00   ,599.75   ,499.00   
16846    ,0        ,549.99   ,661.04   ,549.99   
16845    ,0        ,469.99   ,564.89   ,469.99   
16844    ,7        ,589.99   ,709.12   ,589.99   
16843    ,2        ,509.99   ,612.96   ,509.99   
16841    ,35       ,389.99   ,468.73   ,389.99   
16842    ,20       ,459.99   ,552.87   ,459.99   
16839    ,0        ,359.99   ,432.68   ,359.99   
16840    ,0        ,289.99   ,348.54   ,289.99   
16872    ,0        ,799.99   ,961.52   ,799.99   
16526    ,0        ,699.99   ,841.33   ,699.99   
16871    ,0        ,669.99   ,805.27   ,669.99   
16873    ,0        ,499.99   ,600.94   ,499.99   
16870    ,0        ,529.99   ,637.00   ,529.99   
16874    ,0        ,629.99   ,757.19   ,629.99   
16659    ,0        ,669.99   ,805.27   ,669.99   
16658    ,1        ,579.99   ,697.10   ,579.99   
16656    ,1        ,499.99   ,600.94   ,499.99   
16654    ,0        ,449.99   ,540.85   ,449.99   
16652    ,1        ,389.99   ,468.73   ,389.99   
16869    ,0        ,369.99   ,444.69   ,369.99   
16657    ,0        ,569.99   ,685.08   ,569.99   
16655    ,0        ,509.99   ,612.96   ,509.99   
16653    ,0        ,419.99   ,504.79   ,419.99   
16651    ,0        ,379.99   ,456.71   ,379.99   
16650    ,1        ,349.99   ,420.66   ,349.99   
16645    ,8        ,619.99   ,745.18   ,619.99   
16644    ,14       ,519.99   ,624.98   ,519.99   
16641    ,5        ,369.99   ,444.69   ,369.99   
16640    ,12       ,299.99   ,360.56   ,299.99   
16642    ,31       ,399.99   ,480.75   ,399.99   
16643    ,25       ,479.99   ,576.91   ,479.99   
16648    ,0        ,689.99   ,829.31   ,689.99   
16647    ,1        ,559.99   ,673.06   ,559.99   
16646    ,0        ,479.99   ,576.91   ,479.99   
16200    ,0        ,299.00   ,359.37   ,299.00   
16610    ,0        ,209.99   ,252.39   ,209.99   
16628    ,0        ,169.99   ,204.31   ,169.99   
16225    ,0        ,199.99   ,299.99   ,199.99   
16201    ,0        ,49.99    ,54.99    ,49.99    
16105    ,0        ,259.99   ,312.48   ,259.99   
16626    ,0        ,239.99   ,288.44   ,239.99   
16224    ,0        ,239.99   ,288.44   ,239.99   
16242    ,0        ,319.99   ,384.60   ,319.99   
16241    ,0        ,299.99   ,360.56   ,299.99   
16223    ,19       ,199.99   ,240.37   ,199.99   
16222    ,0        ,189.99   ,228.35   ,189.99   
16221    ,10       ,159.99   ,192.29   ,159.99   
16220    ,0        ,139.99   ,168.25   ,139.99   
16385    ,0        ,199.00   ,239.18   ,199.00   
16607    ,0        ,299.99   ,360.56   ,299.99   
16603    ,0        ,469.99   ,564.89   ,469.99   
16602    ,0        ,379.99   ,456.71   ,379.99   
16601    ,0        ,459.99   ,552.87   ,459.99   
16600    ,0        ,399.99   ,480.75   ,399.99   
16606    ,2        ,339.99   ,408.64   ,339.99   
16605    ,60       ,309.99   ,372.58   ,309.99   
16630    ,0        ,299.99   ,360.56   ,299.99   
16604    ,15       ,239.99   ,288.44   ,239.99   
16629    ,1        ,199.99   ,240.37   ,199.99   
14414    ,3        ,239.99   ,249.99   ,239.99   
14413    ,34       ,219.99   ,239.99   ,219.99   
14484    ,0        ,239.99   ,249.99   ,239.99   
14483    ,0        ,199.99   ,209.99   ,199.99   
14469    ,0        ,179.99   ,194.99   ,179.99   
14461    ,2        ,24.99    ,34.99    ,24.99    
14462    ,8        ,39.99    ,54.99    ,39.99    
14463    ,24       ,49.99    ,64.99    ,49.99    
14464    ,6        ,69.99    ,84.99    ,69.99    
14465    ,52       ,82.99    ,104.99   ,82.99    
14480    ,30       ,89.99    ,94.99    ,89.99    
14481    ,11       ,99.99    ,109.99   ,99.99    
14466    ,22       ,119.99   ,134.99   ,119.99   
14467    ,0        ,129.99   ,144.99   ,129.99   
14482    ,9        ,129.99   ,169.99   ,129.99   
14468    ,0        ,149.99   ,169.99   ,149.99   
14543    ,53       ,7.99     ,10.80    ,7.99     
14277    ,0        ,329.99   ,396.62   ,329.99   
14276    ,0        ,279.99   ,336.52   ,279.99   
14275    ,0        ,249.99   ,300.46   ,249.99   
14274    ,0        ,209.99   ,252.39   ,209.99   
14272    ,0        ,229.99   ,276.43   ,229.99   
14271    ,0        ,199.99   ,240.37   ,199.99   
14270    ,4        ,299.99   ,360.56   ,299.99   
14269    ,0        ,269.99   ,324.50   ,269.99   
14268    ,47       ,239.99   ,288.44   ,239.99   
14267    ,24       ,199.99   ,240.37   ,199.99   
14266    ,0        ,179.99   ,216.33   ,179.99   
14265    ,0        ,139.99   ,168.25   ,139.99   
82605    ,0        ,174.99   ,269.99   ,174.99   
82604    ,0        ,149.99   ,239.99   ,149.99   
82613    ,0        ,289.99   ,348.54   ,289.99   
82611    ,0        ,239.99   ,339.99   ,239.99   
82610    ,0        ,209.99   ,309.99   ,209.99   
82608    ,0        ,169.99   ,279.99   ,169.99   
814262   ,0        ,349.99   ,420.66   ,349.99   
814261   ,0        ,319.99   ,384.60   ,319.99   
814260   ,0        ,289.99   ,336.52   ,289.99   
814259   ,0        ,239.99   ,288.44   ,239.99   
814277   ,0        ,409.99   ,492.77   ,409.99   
814276   ,0        ,359.99   ,432.68   ,359.99   
814275   ,0        ,319.99   ,384.60   ,319.99   
814274   ,0        ,269.99   ,324.50   ,269.99   
14273    ,0        ,279.99   ,336.52   ,279.99   
14236    ,0        ,199.99   ,209.99   ,199.99   
14235    ,2        ,179.99   ,179.99   ,179.99   
14234    ,23       ,149.99   ,149.99   ,149.99   
14233    ,27       ,119.99   ,119.99   ,119.99   
14231    ,0        ,79.99    ,84.99    ,79.99    
14111    ,0        ,184.99   ,222.34   ,184.99   
14112    ,0        ,164.99   ,169.99   ,164.99   
14110    ,5        ,134.99   ,162.24   ,134.99   
14109    ,7        ,124.99   ,150.22   ,124.99   
14108    ,0        ,104.99   ,126.18   ,104.99   
14107    ,0        ,84.99    ,102.15   ,84.99    
14302    ,0        ,74.99    ,90.13    ,74.99    
14218    ,0        ,164.99   ,169.99   ,164.99   
14212    ,29       ,154.99   ,186.28   ,154.99   
14213    ,0        ,134.99   ,162.24   ,134.99   
14211    ,41       ,104.99   ,126.18   ,104.99   
14210    ,0        ,84.99    ,89.99    ,84.99    
14209    ,6        ,64.99    ,69.99    ,64.99    
14208    ,0        ,49.99    ,54.99    ,49.99    
14560    ,77       ,15.99    ,19.21    ,15.99    
14557    ,0        ,15.99    ,19.21    ,15.99    
14601    ,55       ,9.99     ,12.00    ,9.99     
17753    ,11       ,11.99    ,14.41    ,11.99    
17263    ,52       ,9.99     ,12.00    ,9.99     
17730    ,59       ,14.99    ,18.01    ,14.99    
18934    ,2        ,21.99    ,26.43    ,21.99    
18933    ,9        ,21.99    ,26.43    ,21.99    
14545    ,11       ,3.99     ,4.79     ,3.99     
14558    ,21       ,3.99     ,4.79     ,3.99     
14559    ,6        ,3.49     ,4.19     ,3.49     
15298    ,0        ,169.99   ,199.99   ,169.99   
3271     ,74       ,299.99   ,360.56   ,299.99   
18471    ,15       ,289.99   ,299.99   ,289.99   
18474    ,0        ,249.99   ,300.46   ,249.99   
24379    ,8        ,239.99   ,299.99   ,239.99   
3265     ,37       ,159.99   ,179.99   ,159.99   
18601    ,8        ,139.99   ,168.25   ,139.99   
18987    ,12       ,129.99   ,149.99   ,129.99   
3267     ,10       ,129.99   ,149.99   ,129.99   
18526    ,28       ,129.99   ,139.99   ,129.99   
3266     ,12       ,129.99   ,149.99   ,129.99   
17873    ,17       ,109.99   ,149.99   ,109.99   
3270     ,0        ,109.99   ,129.99   ,109.99   
18469    ,31       ,109.99   ,109.99   ,109.99   
17875    ,10       ,109.99   ,149.99   ,109.99   
18470    ,11       ,109.99   ,109.99   ,109.99   
18443    ,23       ,99.99    ,168.25   ,99.99    
18254    ,11       ,89.99    ,129.99   ,89.99    
18466    ,40       ,84.99    ,99.99    ,84.99    
18165    ,7        ,79.99    ,96.14    ,79.99    
3268     ,30       ,69.99    ,79.99    ,69.99    
18562    ,3        ,69.99    ,84.12    ,69.99    
17879    ,7        ,64.99    ,78.99    ,64.99    
18790    ,9        ,64.99    ,78.11    ,64.99    
19001    ,6        ,56.99    ,68.49    ,56.99    
18252    ,25       ,49.99    ,60.08    ,49.99    
18668    ,64       ,49.99    ,60.08    ,49.99    
17655    ,53       ,49.99    ,60.08    ,49.99    
18253    ,1        ,46.99    ,56.47    ,46.99    
18592    ,2        ,49.99    ,60.08    ,49.99    
18759    ,5        ,44.99    ,54.07    ,44.99    
18697    ,7        ,42.99    ,51.67    ,42.99    
18214    ,22       ,39.99    ,48.06    ,39.99    
18249    ,11       ,39.99    ,48.06    ,39.99    
18973    ,0        ,39.99    ,39.99    ,39.99    
19003    ,6        ,36.99    ,44.45    ,36.99    
18657    ,7        ,35.99    ,43.25    ,35.99    
18988    ,10       ,34.99    ,42.05    ,34.99    
18993    ,2        ,34.99    ,48.06    ,34.99    
18494    ,53       ,34.99    ,42.05    ,34.99    
18493    ,31       ,34.99    ,42.05    ,34.99    
18261    ,39       ,34.99    ,42.05    ,34.99    
18659    ,39       ,31.99    ,42.05    ,31.99    
18379    ,0        ,29.99    ,36.04    ,29.99    
18378    ,0        ,29.99    ,36.04    ,29.99    
18377    ,1        ,29.99    ,36.04    ,29.99    
18376    ,39       ,19.99    ,24.02    ,19.99    
18375    ,31       ,19.99    ,24.02    ,19.99    
18374    ,30       ,19.99    ,24.02    ,19.99    
18514    ,11       ,29.99    ,29.99    ,29.99    
18951    ,42       ,29.99    ,34.99    ,29.99    
18877    ,6        ,29.99    ,36.04    ,29.99    
17882    ,19       ,29.99    ,34.99    ,29.99    
18989    ,15       ,26.99    ,32.43    ,26.99    
18217    ,10       ,26.99    ,32.43    ,26.99    
17657    ,51       ,26.99    ,32.43    ,26.99    
18255    ,1        ,26.99    ,32.43    ,26.99    
